teamName,privateScore,privateRank,publicScore,publicRank,rankDiff,attempts
Jackson You,-0.00039,1016,-0.00336,1082,66,1
Ichigo_E,-0.00041,1017,-0.00052,1000,-17,5
Stephen_H666,-0.00052,1018,-0.00127,1014,-4,4
Jingqiang Li,-0.00058,1019,-0.00240,1065,46,1
matthewhcmok,-0.00060,1020,0.00250,936,-84,5
Chenxi2003,-0.00063,1021,-0.00142,1016,-5,1
[Deleted] b31bfa32-3da8-4c0c-aade-c640193225d7,-0.00063,1022,-0.00241,1066,44,1
Awais_WolfAce,-0.00070,1023,0.00080,972,-51,3
Kunalan subatharan,-0.00072,1024,0.00028,983,-41,4
Tao Xu,-0.00072,1025,0.00391,922,-103,4
YUNTIAN YANG,-0.00082,1026,-0.00216,1044,18,1
Sachin Kumar,-0.00082,1027,-0.00184,1028,1,7
Hudi123,-0.00083,1028,-0.00217,1045,17,1
Landon Cummings1,-0.00083,1029,-0.00187,1029,0,3
good,-0.00083,1030,-0.00187,1030,0,5
Dmitry Sirenchenko,-0.00083,1031,-0.00187,1031,0,2
U023,-0.00083,1032,-0.00187,1032,0,1
J&C,-0.00083,1033,-0.00187,1033,0,1
Octavi Grau,-0.00083,1034,-0.00187,1034,0,3
VINNNNNCI,-0.00088,1035,0.00151,955,-80,5
libo202109,-0.00089,1036,-0.00088,1006,-30,2
Travis3160423,-0.00093,1037,-0.00232,1060,23,1
Kavignaani,-0.00096,1038,0.05693,595,-443,2
Nicholas Charland,-0.00096,1039,-0.00227,1055,16,1
Athi,-0.00096,1040,-0.00227,1056,16,1
RJayshree,-0.00096,1041,-0.00227,1057,16,2
Alyan Haider,-0.00096,1042,-0.00227,1058,16,2
ishita bahamnia,-0.00096,1043,-0.00227,1059,16,1
Aishwarya_PS_2006,-0.00096,1044,-0.00227,1048,4,1
Merlin WSY,-0.00096,1045,-0.00227,1049,4,1
Bryan Dang,-0.00096,1046,-0.00227,1050,4,1
mayor_nasok,-0.00096,1047,-0.00227,1051,4,1
Srihith Chennareddy,-0.00096,1048,-0.00227,1052,4,3
Lyu jinhao,-0.00096,1049,-0.00227,1053,4,1
Austin Lay,-0.00096,1050,-0.00184,1027,-23,5
ax0080,-0.00096,1051,-0.00227,1054,3,1
Rian Atri,-0.00096,1052,-0.00227,1047,-5,1
Margot ZHAO,-0.00096,1053,-0.00227,1046,-7,2
Youssif Abozaid,-0.00099,1054,-0.00250,1068,14,1
jinghong liu,-0.00100,1055,-0.00234,1062,7,1
Freddie Fan,-0.00100,1056,-0.00163,1021,-35,2
Aliffa Agnur,-0.00100,1057,-0.00234,1063,6,1
AnthonyTherrien,-0.00100,1058,-0.00234,1064,6,1
Menglei Sun,-0.00103,1059,-0.00017,994,-65,1
Alpha Im Coming,-0.00105,1060,0.00167,952,-108,2
William Nelson,-0.00106,1061,0.00207,948,-113,10
The Great Brian,-0.00107,1062,-0.00143,1017,-45,1
Luoshu Lee,-0.00113,1063,0.00284,932,-131,19
Miaomiao08,-0.00113,1064,-0.00126,1012,-52,1
David Lee,-0.00138,1065,-0.00158,1020,-45,1
SiuHang Ip,-0.00169,1066,0.00306,928,-138,1
Androw Yang,-0.00170,1067,-0.00270,1077,10,1
Martin Ho,-0.00172,1068,0.00101,965,-103,8
[Deleted] d9b868e1-28c5-4e41-a58f-40c94648a742,-0.00178,1069,0.00232,941,-128,1
Abhinaba Ghosh,-0.00182,1070,0.00002,988,-82,1
Elizabeth Hu,-0.00186,1071,0.01846,868,-203,2
babakara,-0.00197,1072,0.00063,974,-98,1
Fred Nesti,-0.00199,1073,-0.00286,1078,5,2
Roshani Yogaraja,-0.00220,1074,0.00075,973,-101,5
Ziyang Ni,-0.00242,1075,-0.00064,1002,-73,3
SAMUEL MAJJI,-0.00259,1076,0.00110,963,-113,1
Giovanni Luis Crocioni,-0.00267,1077,-0.00053,1001,-76,2
George,-0.00282,1078,-0.00233,1061,-17,1
saiyadri,-0.00342,1079,0.00249,937,-142,1
Neverland,-0.00413,1080,0.00060,976,-104,1
Subhadip sasmal,-0.00490,1081,0.01374,884,-197,1
Suren Surenthiran,-0.00514,1082,0.01815,869,-213,1
Kilian Til 2,-0.00588,1083,0.01065,893,-190,1
JuanMEQ,-0.00954,1084,0.00705,913,-171,1
Jackal Jeff,-0.00987,1085,-0.00301,1081,-4,1
Faryal Rifaz,-0.02224,1086,-0.00532,1083,-3,1
LelloucheViBritannia,-0.02518,1087,0.01728,873,-214,1
[Deleted] d250c0e9-5fd1-426a-9ce1-485e54ede12b,-1.00000,1088,-1.00000,1088,0,2
[Deleted] f57bc27e-7a43-4fb4-a729-e29553296061,-1.00000,1089,-1.00000,1089,0,3
Krishna Dubey,-1.00000,1090,-1.00000,1090,0,1
I.Srinadha Reddy ,-1.00000,1091,-1.00000,1091,0,1
